TXNAME	GENEID_0	chrom_I_337_1154
_1	chrom_I_1150_1415
_931	chrom_II_90947_91062
_932	chrom_II_91058_91207
_933	chrom_II_91203_91483
_934	chrom_II_91479_91585
_935	chrom_II_91581_91846
_936	chrom_II_91842_92705
_937	chrom_II_92701_92817
_938	chrom_II_92813_92835
_939	chrom_II_92831_93308
_940	chrom_II_93304_93855
_941	chrom_II_93851_94829
_942	chrom_II_94825_95349
_943	chrom_II_95345_95881
_944	chrom_II_95877_95933
_945	chrom_II_95929_96003
_946	chrom_II_95999_96206
_947	chrom_II_96202_96511
_948	chrom_II_96507_97031
_949	chrom_II_97027_97217
_950	chrom_II_97213_97233
_951	chrom_II_97229_97755
_952	chrom_II_97751_97826
_953	chrom_II_97822_97879
_954	chrom_II_97875_98190
_955	chrom_II_98186_98858
_956	chrom_II_98854_98902
_957	chrom_II_98898_98940
_958	chrom_II_98936_100258
_959	chrom_II_100254_100617
_960	chrom_II_100613_100822
_961	chrom_II_100818_101025
_962	chrom_II_101021_102068
_963	chrom_II_102064_102202
_964	chrom_II_102198_102517
_965	chrom_II_102513_102544
_966	chrom_II_102540_102559
_967	chrom_II_102555_102718
_968	chrom_II_102714_102863
_969	chrom_II_102859_102952
_970	chrom_II_102948_103249
_971	chrom_II_103245_104009
_972	chrom_II_104005_104062
_973	chrom_II_104058_104067
_974	chrom_II_104063_104134
_975	chrom_II_104130_104218
_976	chrom_II_104214_104574
_977	chrom_II_104570_105025
_978	chrom_II_105021_105083
_979	chrom_II_105079_105613
_980	chrom_II_105609_105862
_981	chrom_II_105858_106777
_982	chrom_II_106773_106871
_983	chrom_II_106867_107846
_984	chrom_II_107842_107855
_985	chrom_II_107851_107867
_986	chrom_II_107863_107922
_987	chrom_II_107918_108218
_988	chrom_II_108214_108247
_989	chrom_II_108243_108535
_990	chrom_II_108531_108682
_991	chrom_II_108678_108810
_992	chrom_II_108806_109076
_993	chrom_II_109072_109651
_994	chrom_II_109647_111715
_995	chrom_II_111711_111867
_996	chrom_II_111863_111921
_997	chrom_II_111917_111930
_998	chrom_II_111926_112206
_999	chrom_II_112202_112381
_1000	chrom_II_112377_112674
_1001	chrom_II_112670_112834
_1002	chrom_II_112830_113140
_1003	chrom_II_113136_114237
_1004	chrom_II_114233_114688
_1005	chrom_II_114684_114852
_1006	chrom_II_114848_115269
_1007	chrom_II_115265_115633
_1008	chrom_II_115629_116276
_1009	chrom_II_116272_116530
_1010	chrom_II_116526_116583
_1011	chrom_II_116579_116692
_1012	chrom_II_116688_117865
_1013	chrom_II_117861_118191
_1014	chrom_II_118187_118509
_1015	chrom_II_118505_118539
_1016	chrom_II_118535_118875
_1017	chrom_II_118871_119783
_1018	chrom_II_119779_119802
_1019	chrom_II_119798_120422
_1020	chrom_II_120418_121137
_1021	chrom_II_121133_121377
_1022	chrom_II_121373_121803
_1023	chrom_II_121799_121810
_1024	chrom_II_121806_122193
_1025	chrom_II_122189_122562
_1026	chrom_II_122558_122865
_1027	chrom_II_122861_123668
_1028	chrom_II_123664_123704
_1029	chrom_II_123700_124198
_1030	chrom_II_124194_124436
_1031	chrom_II_124432_125356
_1032	chrom_II_125352_125740
_1033	chrom_II_125736_125796
_1034	chrom_II_125792_125929
_1035	chrom_II_125925_126416
_1036	chrom_II_126412_126436
_1037	chrom_II_126432_126929
_1038	chrom_II_126925_127186
_1039	chrom_II_127182_127824
_1040	chrom_II_127820_127937
_1041	chrom_II_127933_128084
_1042	chrom_II_128080_128309
_1043	chrom_II_128305_129160
_1044	chrom_II_129156_129470
_1045	chrom_II_129466_129506
_1046	chrom_II_129502_129632
_1047	chrom_II_129628_130309
_1048	chrom_II_130305_131448
_1049	chrom_II_131444_131808
_1050	chrom_II_131804_131957
_1051	chrom_II_131953_132102
_1052	chrom_II_132098_132337
_1053	chrom_II_132333_132752
_1054	chrom_II_132748_132772
_1055	chrom_II_132768_133289
_1056	chrom_II_133285_133457
_1057	chrom_II_133453_133561
_1058	chrom_II_133557_133752
_1059	chrom_II_133748_133863
_1060	chrom_II_133859_134944
_1061	chrom_II_134940_135608
_1062	chrom_II_135604_136206
_1063	chrom_II_136202_136719
_1064	chrom_II_136715_137040
_1065	chrom_II_137036_138694
_1066	chrom_II_138690_138929
_1067	chrom_II_138925_138945
_1068	chrom_II_138941_139773
_1069	chrom_II_139769_139916
_1070	chrom_II_139912_139994
_1071	chrom_II_139990_140474
_1072	chrom_II_140470_140734
_1073	chrom_II_140730_140903
_1074	chrom_II_140899_141146
_1075	chrom_II_141142_141634
_1076	chrom_II_141630_141742
_1077	chrom_II_141738_142473
_1078	chrom_II_142469_142625
_1079	chrom_II_142621_142722
_1080	chrom_II_142718_142805
_1081	chrom_II_142801_143030
_1082	chrom_II_143026_144025
_1083	chrom_II_144021_144100
_1084	chrom_II_144096_144212
_1085	chrom_II_144208_145097
_1086	chrom_II_145093_145477
_1087	chrom_II_145473_146387
_1088	chrom_II_146383_146628
_1089	chrom_II_146624_147081
_1090	chrom_II_147077_147216
_1091	chrom_II_147212_147294
_1092	chrom_II_147290_147639
_1093	chrom_II_147635_147763
_1094	chrom_II_147759_147969
_1095	chrom_II_147965_148045
_1096	chrom_II_148041_148266
_1097	chrom_II_148262_148310
_1098	chrom_II_148306_148332
_1099	chrom_II_148328_148778
_1100	chrom_II_148774_149027
_1101	chrom_II_149023_149054
_1102	chrom_II_149050_149122
_1103	chrom_II_149118_149354
_1104	chrom_II_149350_149465
_1105	chrom_II_149461_150099
_1106	chrom_II_150095_150417
_1107	chrom_II_150413_150777
_1108	chrom_II_150773_150997
_1109	chrom_II_150993_151340
_1110	chrom_II_151336_151368
_1111	chrom_II_151364_151592
_1112	chrom_II_151588_151624
_1113	chrom_II_151620_151940
_1114	chrom_II_151936_151991
_1115	chrom_II_151987_152615
_1116	chrom_II_152611_152759
_1117	chrom_II_152755_152825
_1118	chrom_II_152821_153449
_1119	chrom_II_153445_153503
_1120	chrom_II_153499_153604
_1121	chrom_II_153600_153876
_1122	chrom_II_153872_154299
_1123	chrom_II_154295_154566
_1124	chrom_II_154562_154597
_1125	chrom_II_154593_154845
_1126	chrom_II_154841_154973
_1127	chrom_II_154969_155615
_1128	chrom_II_155611_156072
_1129	chrom_II_156068_157065
_1130	chrom_II_157061_157175
_1131	chrom_II_157171_157670
_1132	chrom_II_157666_157851
_1133	chrom_II_157847_157857
_1134	chrom_II_157853_157959
_1135	chrom_II_157955_158217
_1136	chrom_II_158213_158905
_1137	chrom_II_158901_158965
_1138	chrom_II_158961_159266
_1139	chrom_II_159262_159422
_1140	chrom_II_159418_160358
_1141	chrom_II_160354_160415
_1142	chrom_II_160411_160454
_1143	chrom_II_160450_160625
_1144	chrom_II_160621_160632
_1145	chrom_II_160628_160733
_1146	chrom_II_160729_160754
_1147	chrom_II_160750_160805
_1148	chrom_II_160801_160822
_1149	chrom_II_160818_160856
_1150	chrom_II_160852_160897
_1151	chrom_II_160893_160967
_1152	chrom_II_160963_161907
_1153	chrom_II_161903_162087
_1154	chrom_II_162083_162091
_1155	chrom_II_162087_162232
_1156	chrom_II_162228_162347
_1157	chrom_II_162343_162403
_1158	chrom_II_162399_162418
_1159	chrom_II_162414_163069
_1160	chrom_II_163065_163480
_1161	chrom_II_163476_163669
_1162	chrom_II_163665_163849
_1163	chrom_II_163845_164228
_1164	chrom_II_164224_164981
_1165	chrom_II_164977_166696
_1166	chrom_II_166692_166807
_1167	chrom_II_166803_167698
_1168	chrom_II_167694_168379
_1169	chrom_II_168375_169095
_1170	chrom_II_169091_170404
_1171	chrom_II_170400_171376
_1172	chrom_II_171372_172177
_1173	chrom_II_172173_172685
_1174	chrom_II_172681_173157
_1175	chrom_II_173153_173574
_1176	chrom_II_173570_173924
_1177	chrom_II_173920_174460
_1178	chrom_II_174456_174763
_1179	chrom_II_174759_175266
_1180	chrom_II_175262_175391
_1181	chrom_II_175387_175414
_1182	chrom_II_175410_175682
_1183	chrom_II_175678_175688
_1184	chrom_II_175684_175781
_1185	chrom_II_175777_175898
_1186	chrom_II_175894_176060
_1187	chrom_II_176056_176714
_1188	chrom_II_176710_177029
_1189	chrom_II_177025_177248
_1190	chrom_II_177244_177254
_1191	chrom_II_177250_177275
_1192	chrom_II_177271_178086
_1193	chrom_II_178082_178589
_1194	chrom_II_178585_178996
_1195	chrom_II_178992_179143
_1196	chrom_II_179139_179455
_1197	chrom_II_179451_179482
_1198	chrom_II_179478_179549
_1199	chrom_II_179545_180801
_1200	chrom_II_180797_181072
_1201	chrom_II_181068_181206
_1202	chrom_II_181202_181640
_1203	chrom_II_181636_181840
_1204	chrom_II_181836_182446
_1205	chrom_II_182442_182536
_1206	chrom_II_182532_182761
_1207	chrom_II_182757_183103
_1208	chrom_II_183099_183390
_1209	chrom_II_183386_183421
_1210	chrom_II_183417_183544
_1211	chrom_II_183540_183961
_1212	chrom_II_183957_184487
_1213	chrom_II_184483_184801
_1214	chrom_II_184797_185038
_1215	chrom_II_185034_185089
_1216	chrom_II_185085_185861
_1217	chrom_II_185857_186313
_1218	chrom_II_186309_186343
_1219	chrom_II_186339_186603
_1220	chrom_II_186599_186733
_1221	chrom_II_186729_186785
_1222	chrom_II_186781_186946
_1223	chrom_II_186942_187018
_1224	chrom_II_187014_187093
_1225	chrom_II_187089_187100
_1226	chrom_II_187096_187514
_1227	chrom_II_187510_188393
_1228	chrom_II_188389_188631
_1229	chrom_II_188627_189317
_1230	chrom_II_189313_189722
_1231	chrom_II_189718_189897
_1232	chrom_II_189893_190006
_1233	chrom_II_190002_190138
_1234	chrom_II_190134_190294
_1235	chrom_II_190290_190564
_1236	chrom_II_190560_190681
_1237	chrom_II_190677_191015
_1238	chrom_II_191011_191272
_1239	chrom_II_191268_191721
_1240	chrom_II_191717_191920
_1241	chrom_II_191916_192189
_1242	chrom_II_192185_192583
_1243	chrom_II_192579_192637
_1244	chrom_II_192633_192788
_1245	chrom_II_192784_193304
_1246	chrom_II_193300_193394
_1247	chrom_II_193390_193448
_1248	chrom_II_193444_193681
_1249	chrom_II_193677_193748
_1250	chrom_II_193744_194291
_1251	chrom_II_194287_194392
_1252	chrom_II_194388_194495
_1253	chrom_II_194491_194786
_1254	chrom_II_194782_195053
_1255	chrom_II_195049_195069
_1256	chrom_II_195065_195171
_1257	chrom_II_195167_195202
_1258	chrom_II_195198_195312
_1259	chrom_II_195308_195428
_1260	chrom_II_195424_195479
_1261	chrom_II_195475_196227
_1262	chrom_II_196223_196351
_1263	chrom_II_196347_197053
_1264	chrom_II_197049_197302
_1265	chrom_II_197298_197378
_1266	chrom_II_197374_197543
_1267	chrom_II_197539_197555
_1268	chrom_II_197551_197881
_1269	chrom_II_197877_198770
_1270	chrom_II_198766_198895
_1271	chrom_II_198891_199083
_1272	chrom_II_199079_199305
_1273	chrom_II_199301_199465
_1274	chrom_II_199461_199688
_1275	chrom_II_199684_199712
_1276	chrom_II_199708_200207
_1277	chrom_II_200203_200423
_1278	chrom_II_200419_200429
_1279	chrom_II_200425_200459
_1280	chrom_II_200455_200604
_1281	chrom_II_200600_200693
_1282	chrom_II_200689_200911
_1283	chrom_II_200907_200980
_1284	chrom_II_200976_201227
_1285	chrom_II_201223_201491
_1286	chrom_II_201487_202314
_1287	chrom_II_202310_202455
_1288	chrom_II_202451_202497
_1289	chrom_II_202493_202630
_1290	chrom_II_202626_202677
_1291	chrom_II_202673_203644
_1292	chrom_II_203640_203790
_1293	chrom_II_203786_204004
_1294	chrom_II_204000_204285
_1295	chrom_II_204281_204724
_1296	chrom_II_204720_204796
_1297	chrom_II_204792_204857
_1298	chrom_II_204853_205261
_1299	chrom_II_205257_205384
_1300	chrom_II_205380_206271
_1301	chrom_II_206267_206659
_1302	chrom_II_206655_206938
_1303	chrom_II_206934_207219
_1304	chrom_II_207215_207469
_1305	chrom_II_207465_207712
_1306	chrom_II_207708_207886
_1307	chrom_II_207882_207903
_1308	chrom_II_207899_208035
_1309	chrom_II_208031_208178
_1310	chrom_II_208174_208371
_1311	chrom_II_208367_208417
_1312	chrom_II_208413_209130
_1313	chrom_II_209126_209946
_1314	chrom_II_209942_209954
_1315	chrom_II_209950_210132
_1316	chrom_II_210128_210218
_1317	chrom_II_210214_210932
_1318	chrom_II_210928_211543
_1319	chrom_II_211539_211674
_1320	chrom_II_211670_211791
_1321	chrom_II_211787_212120
_1322	chrom_II_212116_212150
_1323	chrom_II_212146_212334
_1324	chrom_II_212330_213808
_1325	chrom_II_213804_214533
_1326	chrom_II_214529_215031
_1327	chrom_II_215027_215037
_1328	chrom_II_215033_215043
_1329	chrom_II_215039_215344
_1330	chrom_II_215340_215384
_1331	chrom_II_215380_215437
_1332	chrom_II_215433_215721
_1333	chrom_II_215717_216286
_1334	chrom_II_216282_217496
_1335	chrom_II_217492_218045
_1336	chrom_II_218041_218340
_1337	chrom_II_218336_218974
_1338	chrom_II_218970_219382
_1339	chrom_II_219378_219478
_1340	chrom_II_219474_220234
_1341	chrom_II_220230_220238
_1342	chrom_II_220234_220579
_1343	chrom_II_220575_220685
_1344	chrom_II_220681_221424
_1345	chrom_II_221420_222345
_1346	chrom_II_222341_222576
_1347	chrom_II_222572_222589
_1348	chrom_II_222585_222743
_1349	chrom_II_222739_222977
_1350	chrom_II_222973_223864
_1351	chrom_II_223860_224023
_1352	chrom_II_224019_224109
_1353	chrom_II_224105_224125
_1354	chrom_II_224121_224342
_1355	chrom_II_224338_224619
_1356	chrom_II_224615_224722
_1357	chrom_II_224718_224737
_1358	chrom_II_224733_224793
_1359	chrom_II_224789_224873
_1360	chrom_II_224869_224957
_1361	chrom_II_224953_226602
_1362	chrom_II_226598_227550
_1363	chrom_II_227546_227793
_1364	chrom_II_227789_228162
_1365	chrom_II_228158_228277
_1366	chrom_II_228273_228448
_1367	chrom_II_228444_230193
_1368	chrom_II_230189_230717
_1369	chrom_II_230713_231132
_1370	chrom_II_231128_231279
_1371	chrom_II_231275_232103
_1372	chrom_II_232099_233885
_1373	chrom_II_233881_234232
_1374	chrom_II_234228_234615
_1375	chrom_II_234611_234973
_1376	chrom_II_234969_235045
_1377	chrom_II_235041_235738
_1378	chrom_II_235734_236200
_1379	chrom_II_236196_236307
_1380	chrom_II_236303_236593
_1381	chrom_II_236589_236807
_1382	chrom_II_236803_237187
_1383	chrom_II_237183_237460
_1384	chrom_II_237456_237508
_1385	chrom_II_237504_237542
_1386	chrom_II_237538_238001
_1387	chrom_II_237997_238199
_1388	chrom_II_238195_238420
_1389	chrom_II_238416_238639
_1390	chrom_II_238635_238668
_1391	chrom_II_238664_238689
_1392	chrom_II_238685_239151
_1393	chrom_II_239147_239338
_1394	chrom_II_239334_239718
_1395	chrom_II_239714_239793
_1396	chrom_II_239789_239916
_1397	chrom_II_239912_240134
_1398	chrom_II_240130_240183
_1399	chrom_II_240179_240594
_1400	chrom_II_240590_240891
_1401	chrom_II_240887_241068
_1402	chrom_II_241064_241328
_1403	chrom_II_241324_242185
_1404	chrom_II_242181_243401
_1405	chrom_II_243397_243728
_1406	chrom_II_243724_243959
_1407	chrom_II_243955_244368
_1408	chrom_II_244364_244489
_1409	chrom_II_244485_244610
_1410	chrom_II_244606_244905
_1411	chrom_II_244901_245863
_1412	chrom_II_245859_246252
_1413	chrom_II_246248_246904
_1414	chrom_II_246900_246953
_1415	chrom_II_246949_247299
_1416	chrom_II_247295_247520
_1417	chrom_II_247516_247851
_1418	chrom_II_247847_248917
_1419	chrom_II_248913_249037
_1420	chrom_II_249033_249441
_1421	chrom_II_249437_249840
_1422	chrom_II_249836_250630
_1423	chrom_II_250626_250966
_1424	chrom_II_250962_250984
_1425	chrom_II_250980_251409
_1426	chrom_II_251405_251532
_1427	chrom_II_251528_251570
_1428	chrom_II_251566_252356
_1429	chrom_II_252352_252586
_1430	chrom_II_252582_253181
_1431	chrom_II_253177_253242
_1432	chrom_II_253238_253665
_1433	chrom_II_253661_253855
_1434	chrom_II_253851_253943
_1435	chrom_II_253939_253976
_1436	chrom_II_253972_253989
_1437	chrom_II_253985_254035
_1438	chrom_II_254031_254792
_1439	chrom_II_254788_255162
_1440	chrom_II_255158_255536
_1441	chrom_II_255532_256121
_1442	chrom_II_256117_256520
_1443	chrom_II_256516_256738
_1444	chrom_II_256734_257490
_1445	chrom_II_257486_257625
_1446	chrom_II_257621_259096
_1447	chrom_II_259092_259963
_1448	chrom_II_259959_260505
_1449	chrom_II_260501_260927
_1450	chrom_II_260923_261282
_1451	chrom_II_261278_261516
_1452	chrom_II_261512_262403
_1453	chrom_II_262399_262562
_1454	chrom_II_262558_262648
_1455	chrom_II_262644_262664
_1456	chrom_II_262660_262881
_1457	chrom_II_262877_263159
_1458	chrom_II_263155_263264
_1459	chrom_II_263260_263279
_1460	chrom_II_263275_263335
_1461	chrom_II_263331_263415
_1462	chrom_II_263411_263499
_1463	chrom_II_263495_265144
_1464	chrom_II_265140_265922
_1465	chrom_II_265918_266319
_1466	chrom_II_266315_266426
_1467	chrom_II_266422_266482
_1468	chrom_II_266478_266726
_1469	chrom_II_266722_268893
_1470	chrom_II_268889_268944
_1471	chrom_II_268940_269135
_1472	chrom_II_269131_269725
_1473	chrom_II_269721_270840
_1474	chrom_II_270836_271041
_1475	chrom_II_271037_271661
_1476	chrom_II_271657_272853
_1477	chrom_II_272849_273045
_1478	chrom_II_273041_273198
_1479	chrom_II_273194_273281
_1480	chrom_II_273277_273494
_1481	chrom_II_273490_273867
_1482	chrom_II_273863_274561
_1483	chrom_II_274557_275084
_1484	chrom_II_275080_275126
_1485	chrom_II_275122_275270
_1486	chrom_II_275266_275378
_1487	chrom_II_275374_275460
_1488	chrom_II_275456_275702
_1489	chrom_II_275698_276856
_1490	chrom_II_276852_277076
_1491	chrom_II_277072_277450
_1492	chrom_II_277446_277597
_1493	chrom_II_277593_277622
_1494	chrom_II_277618_277735
_1495	chrom_II_277731_277828
_1496	chrom_II_277824_278864
_1497	chrom_II_278860_279170
_1498	chrom_II_279166_279313
_1499	chrom_II_279309_279373
_1500	chrom_II_279369_279673
_1501	chrom_II_279669_279703
_1502	chrom_II_279699_279929
_1503	chrom_II_279925_280400
_1504	chrom_II_280396_280536
_1505	chrom_II_280532_281396
_1506	chrom_II_281392_281949
_1507	chrom_II_281945_282140
_1508	chrom_II_282136_282150
_1509	chrom_II_282146_282339
_1510	chrom_II_282335_282393
_1511	chrom_II_282389_283798
_1512	chrom_II_283794_283843
_1513	chrom_II_283839_283964
_1514	chrom_II_283960_284521
_1515	chrom_II_284517_285329
_1516	chrom_II_285325_285364
_1517	chrom_II_285360_286068
_1518	chrom_II_286064_286255
_1519	chrom_II_286251_286375
_1520	chrom_II_286371_286684
_1521	chrom_II_286680_286768
_1522	chrom_II_286764_287905
_1523	chrom_II_287901_288582
_1524	chrom_II_288578_289258
_1525	chrom_II_289254_289360
_1526	chrom_II_289356_289398
_1527	chrom_II_289394_290010
_1528	chrom_II_290006_290201
_1529	chrom_II_290197_291084
_1530	chrom_II_291080_291449
_1531	chrom_II_291445_291523
_1532	chrom_II_291519_291698
_1533	chrom_II_291694_292561
_1534	chrom_II_292557_292710
_1535	chrom_II_292706_293421
_1536	chrom_II_293417_293582
_1537	chrom_II_293578_294347
_1538	chrom_II_294343_294391
_1539	chrom_II_294387_294897
_1540	chrom_II_294893_295070
_1541	chrom_II_295066_296083
_1542	chrom_II_296079_296888
_1543	chrom_II_296884_297126
_1544	chrom_II_297122_297181
_1545	chrom_II_297177_297528
_1546	chrom_II_297524_298021
_1547	chrom_II_298017_300420
_1548	chrom_II_300416_301412
_1549	chrom_II_301408_302287
_1550	chrom_II_302283_302702
_1551	chrom_II_302698_302918
_1552	chrom_II_302914_303118
_1553	chrom_II_303114_303147
_1554	chrom_II_303143_304071
_1555	chrom_II_304067_305026
_1556	chrom_II_305022_305098
_1557	chrom_II_305094_305278
_1558	chrom_II_305274_305312
_1559	chrom_II_305308_305498
_1560	chrom_II_305494_305654
_1561	chrom_II_305650_305815
_1562	chrom_II_305811_305896
_1563	chrom_II_305892_306241
_1564	chrom_II_306237_306302
_1565	chrom_II_306298_306522
_1566	chrom_II_306518_306529
_1567	chrom_II_306525_306617
_1568	chrom_II_306613_306848
_1569	chrom_II_306844_306970
_1570	chrom_II_306966_307527
_1571	chrom_II_307523_307776
_1572	chrom_II_307772_308010
_1573	chrom_II_308006_308533
_1574	chrom_II_308529_308558
_1575	chrom_II_308554_308624
_1576	chrom_II_308620_309685
_1577	chrom_II_309681_309969
_1578	chrom_II_309965_310367
_1579	chrom_II_310363_310411
_1580	chrom_II_310407_310650
_1581	chrom_II_310646_310910
_1582	chrom_II_310906_311250
_1583	chrom_II_311246_311574
_1584	chrom_II_311570_312271
_1585	chrom_II_312267_312457
_1586	chrom_II_312453_313024
_1587	chrom_II_313020_313078
_1588	chrom_II_313074_313152
_1589	chrom_II_313148_313386
_1590	chrom_II_313382_313511
_1591	chrom_II_313507_313898
_1592	chrom_II_313894_313956
_1593	chrom_II_313952_314203
_1594	chrom_II_314199_314562
_1595	chrom_II_314558_315731
_1596	chrom_II_315727_315978
_1597	chrom_II_315974_316220
_1598	chrom_II_316216_316271
_1599	chrom_II_316267_316418
_1600	chrom_II_316414_317151
_1601	chrom_II_317147_317213
_1602	chrom_II_317209_318860
_1603	chrom_II_318856_319893
_1604	chrom_II_319889_320507
_1605	chrom_II_320503_320545
_1606	chrom_II_320541_320559
_1607	chrom_II_320555_320777
_1608	chrom_II_320773_320983
_1609	chrom_II_320979_321694
_1610	chrom_II_321690_322709
_1611	chrom_II_322705_322725
_1612	chrom_II_322721_322733
_1613	chrom_II_322729_322902
_1614	chrom_II_322898_322968
_1615	chrom_II_322964_323162
_1616	chrom_II_323158_323192
_1617	chrom_II_323188_323557
_1618	chrom_II_323553_324564
_1619	chrom_II_324560_325614
_1620	chrom_II_325610_326358
_1621	chrom_II_326354_326627
_1622	chrom_II_326623_326797
_1623	chrom_II_326793_326821
_1624	chrom_II_326817_328638
_1625	chrom_II_328634_328653
_1626	chrom_II_328649_328789
_1627	chrom_II_328785_329319
_1628	chrom_II_329315_329613
_1629	chrom_II_329609_330002
_1630	chrom_II_329998_330678
_1631	chrom_II_330674_330922
_1632	chrom_II_330918_331534
_1633	chrom_II_331530_331594
_1634	chrom_II_331590_331656
_1635	chrom_II_331652_331860
_1636	chrom_II_331856_332113
_1637	chrom_II_332109_333118
_1638	chrom_II_333114_333254
_1639	chrom_II_333250_333354
_1640	chrom_II_333350_333552
_1641	chrom_II_333548_334709
_1642	chrom_II_334705_335100
_1643	chrom_II_335096_335283
_1644	chrom_II_335279_335453
_1645	chrom_II_335449_335958
_1646	chrom_II_335954_336078
_1647	chrom_II_336074_336084
_1648	chrom_II_336080_336144
_1649	chrom_II_336140_336336
_1650	chrom_II_336332_336546
_1651	chrom_II_336542_336702
_1652	chrom_II_336698_336738
_1653	chrom_II_336734_337115
_1654	chrom_II_337111_337357
_1655	chrom_II_337353_337576
_1656	chrom_II_337572_337783
